Age,FrequentFlyer,AnnualIncomeClass,ServicesOpted,AccountSyncedToSocialMedia,BookedHotelOrNot,Target
0,0,0,1,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Electronic check. 
 0,1,1,1,Yes,No,Bank transfer (automatic). 
0,0,1,1,Yes,Yes,Electronic check. 
0,0,0,1,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,Yes,Mailed check. 
0,0,1,1,Yes,No,Credit card (automatic). 
0,1,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Mailed check. 
 0,0,0,2,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,No,Credit card (automatic). 
0,1,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,Yes,Credit card (automatic). 
0,0,1,1,No,No,Mailed check. 
0,0,0,2,Yes,Yes,Electronic check. 
 0,0,0,1,Yes,Yes,Credit card (automatic). 
0,0,0,2,Yes,Yes,Bank transfer (automatic). 
0,0,0,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Electronic check. 
0,0,1,1,Yes,No,Credit card (automatic). 
0,0,1,0,No,No,Mailed check. 
0,0,0,2,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,Yes,Credit card (automatic). 
0,0,0,1,Yes,Yes,Bank transfer (automatic). 
0,0,0,1,Yes,Yes,Credit card (automatic). 
0,0,0,1,Yes,Yes,Bank transfer (automatic). 
0,0,0,1,Yes,Yes,Bank transfer (automatic). 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,No,Bank transfer (automatic). 
 0,0,0,1,Yes,No,Bank transfer
0,0,0,2,Yes,Yes,Mailed check. 
0,1,0,2,Yes,No,Bank transfer (automatic). 
 0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,No,Mailed check. 
0,1,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Mailed check. 
 0,0,0,1,Yes,No,Electronic check. 
0,0,0,3,Yes,No,Bank transfer (automatic). 
0,1,0,1,Yes,No,Credit card (automatic). 
 0,0,0,2,Yes,No,Electronic check. 
0,0,1,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Electronic check. 
0,0,1,2,Yes,No,Mailed check. 
0,0,0,3,Yes,No,Electronic check. 
0,0,1,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,No,Bank transfer (automatic). 
 0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,Yes,Electronic check. 
0,0,0,1,Yes,Yes,Electronic check. 
0,0,0,1,Yes,No,Credit card (automatic). 
 0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Electronic check. 
0,0,1,1,Yes,Yes,Credit card (automatic). 
0,1,0,1,Yes,No,Electronic check.  
0,0,0,1,Yes,Yes,Mailed check. 
0,0,0,1,Yes,No,Credit card (automatic). 
 0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Mailed check. 
0,1,1,1,Yes,Yes,Bank transfer (automatic). 
0,0,0,2,Yes,Yes,Electronic check. 
 0,0,0,2,Yes,Yes,Bank transfer (automatic). 
0,1,0,1,Yes,Yes,Mailed check. 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,Yes,Electronic check. 
0,0,1,1,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Credit card (automatic). 
 0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,No,Mailed check. 
0,1,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,Yes,Electronic check. 
0,0,1,1,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,Yes,Electronic check. 
0,0,0,1,Yes,No,Bank transfer (automatic). 
 0,1,0,1,Yes,No,Credit card (automatic). 
0,0,1,0,Yes,No,Bank transfer (automatic). 
0,0,1,1,Yes,No,Electronic check. 
0,0,1,0,No,No,Mailed check. 
0,1,1,1,Yes,No,Bank transfer (automatic). 
 0,0,0,2,Yes,No,Mailed check. 
0,0,1,1,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Mailed check. 
0,1,1,1,Yes,No,Mailed check. 
 0,0,0,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Mailed check. 
0,1,1,1,Yes,No,Mailed check. 
 0,0,0,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,1,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,Yes,Credit card (automatic).  
0,0,0,2,Yes,No,Mailed check. 
0,0,1,1,Yes,Yes,Credit card (automatic). 
0,0,0,2,Yes,No,Bank transfer (automatic). 
 0,0,0,2,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Bank transfer (automatic).  
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,No,Bank transfer (automatic). 
0,0,1,1,Yes,No,Mailed check. 
 0,0,0,1,Yes,No,Credit card (automatic). 
0,0,0,2,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Bank transfer (automatic). 
 0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Credit card (automatic). 
0,0,0,2,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,Yes,Credit card (automatic). 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,Yes,Electronic check.  
0,0,0,2,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Electronic check. 
 1,1,0,2,Yes,No,Mailed check. 
0,0,0,1,Yes,Yes,Mailed check. 
1,1,0,1,Yes,Yes,Mailed check. 
1,0,0,2,Yes,No,Credit card (automatic). 
1,0,0,1,Yes,No,Electronic check. 
1,0,0,1,Yes,No,Electronic check. 
1,0,0,2,No,No,Electronic check. 
1,0,0,2,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Mailed check. 
 0,0,0,1,Yes,No,Credit card (automatic). 
0,1,0,1,Yes,No,Mailed check. 
0,1,1,1,No,No,Credit card (automatic). 
0,0,0,1,Yes,No,Mailed check. 
 0,0,1,1,Yes,Yes,Mailed check. 
0,0,1,1,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Mailed check. 
0,1,0,1,No,No,Mailed check. 
0,1,1,1,No,No,Mailed check. 
0,0,1,1,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Electronic check. 
0,0,0,2,Yes,Yes,Electronic check. 
 0,0,0,1,Yes,No,Bank transfer (automatic). 
0,1,0,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Credit card (automatic). 
0,0,0,2,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Bank transfer (automatic). 
 0,1,0,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,1,1,Yes,No,Electronic check. 
0,0,0,1,Yes,Yes,Bank transfer (automatic). 
0,0,0,2,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Credit card (automatic). 
 0,0,1,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Electronic check. 
0,1,0,1,Yes,No,Mailed check. 
0,0,0,3,Yes,Yes,Mailed check. 
0,0,0,1,Yes,Yes,Mailed check. 
0,0,0,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Mailed check. 
 0,0,1,1,Yes,No,Mailed check. 
0,1,1,1,Yes,Yes,Mailed check. 
0,0,0,2,Yes,Yes,Mailed check.  
 0,0,0,2,Yes,Yes,Electronic check. 
0,1,1,1,Yes,Yes,Mailed check. 
0,1,1,1,Yes,No,Electronic check. 
0,0,1,1,Yes,No,Mailed check. 
0,0,0,2,Yes,Yes,Mailed check.  
0,0,0,2,Yes,No,Credit card (automatic). 
1,1,0,1,Yes,No,Electronic check. 
0,0,1,1,Yes,Yes,Credit card (automatic). 
 3,0,1,1,Yes,No,Bank transfer (automatic). 
1,0,1,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,1,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,Yes,Mailed check. 
0,0,0,1,Yes,No,Credit card (automatic). 
0,0,0,2,Yes,Yes,Mailed check. 
0,0,0,1,Yes,No,Electronic check. 
 0,0,0,1,Yes,No,Mailed check. 
0,0,0,3,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,No,Credit card (automatic). 
 0,1,0,1,Yes,No,Electronic check. 
0,1,0,1,Yes,No,Electronic check. 
0,1,0,2,Yes,No,Mailed check. 
0,0,1,1,Yes,Yes,Mailed check. 
0,0,0,3,Yes,No,Electronic check. 
0,0,1,1,Yes,No,Credit card (automatic). 
0,0,0,2,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
 0,0,0,1,Yes,Yes,Mailed check. 
0,0,0,2,Yes,No,Mailed check. 
0,0,0,6,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,Yes,Mailed check. 
0,0,0,3,Yes,No,Mailed check. 
0,0,0,4,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,3,Yes,No,Mailed check. 
0,0,1,1,Yes,No,Mailed check. 
0,1,1,1,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,1,1,Yes,No,Mailed check. 
 0,0,0,4,Yes,No,Mailed check. 
0,1,0,2,Yes,No,Bank transfer (automatic). 
0,0,0,3,Yes,Yes,Mailed check. 
0,1,1,1,Yes,Yes,Bank transfer (automatic). 
0,0,0,3,Yes,No,Mailed check. 
0,1,1,1,Yes,No,Electronic check. 
0,0,1,1,Yes,No,Mailed check. 
0,1,1,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
1,1,0,2,Yes,No,Electronic check. 
1,1,1,1,Yes,No,Electronic check. 
 1,1,1,1,Yes,No,Mailed check. 
1,0,0,2,Yes,No,Bank transfer (automatic). 
1,1,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Bank transfer (automatic). 
0,1,0,1,Yes,No,Mailed check. 
1,1,0,1,Yes,No,Mailed check. 
 1,0,0,1,Yes,No,Mailed check. 
1,0,1,1,Yes,Yes,Electronic check. 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Mailed check. 
1,1,0,2,Yes,No,Mailed check. 
1,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,1,2,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
 0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Mailed check. 
1,0,0,2,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,No,No bank transfer (automatic),Mailed check. 
1,0,0,3,Yes,Yes,Electronic check. 
0,0,0,1,Yes,No,Mailed check. 
0,1,0,1,Yes,No,Mailed check. 
0,1,0,3,Yes,Yes,Electronic check. 
0,0,0,1,Yes,No,Electronic check. 
0,0,1,2,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Mailed check. 
0,0,1,1,Yes,No,Credit card (automatic). 
 0,0,1,1,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Electronic check. 
0,0,1,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Electronic check. 
 0,0,0,1,Yes,No,Bank transfer (automatic). 
0,1,1,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,1,1,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,Yes,Mailed check. 
0,0,0,1,Yes,Yes,Electronic check.  
0,0,0,1,Yes,Yes,Bank transfer (automatic). 
0,0,0,1,Yes,No,Electronic check. 
 0,1,1,1,Yes,No,Electronic check. 
0,0,1,1,Yes,Yes,Electronic check. 
0,0,0,1,Yes,No,Electronic check. 
0,0,1,1,Yes,No,Mailed check. 
0,0,0,1,Yes,Yes,Mailed check. 
0,1,0,1,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Credit card (automatic). 
 0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,No,Mailed check. 
0,0,1,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Bank transfer (automatic). 
 0,0,1,1,Yes,Yes,Credit card (automatic). 
0,0,1,1,Yes,Yes,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Credit card (automatic). 
0,1,0,1,Yes,No,Mailed check.  
0,0,0,2,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Credit card (automatic). 
 0,0,1,1,Yes,No,Credit card (automatic). 
0,0,1,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,1,0,1,Yes,No,Electronic check. 
0,1,0,1,Yes,No,Electronic check.
 0,0,0,2,Yes,No,Electronic check. 
0,1,0,1,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Credit card (automatic). 
0,1,0,1,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Credit card (automatic).  
1,1,0,4,Yes,Yes,Bank transfer (automatic). 
1,1,0,1,Yes,No,Electronic check. 
 1,1,1,1,Yes,Yes,Bank transfer (automatic). 
1,1,0,2,Yes,No,Electronic check. 
1,1,0,2,Yes,No,Electronic check. 
0,0,0,4,Yes,No,Electronic check. 
1,1,1,1,Yes,No,Credit card (automatic). 
1,1,0,1,Yes,No,Electronic check. 
1,0,0,2,Yes,Yes,Credit card (automatic). 
0,1,0,2,Yes,No,Credit card (automatic). 
0,1,0,2,Yes,Yes,Electronic check. 
 1,1,1,1,Yes,Yes,Credit card (automatic). 
0,0,0,2,Yes,No,Electronic check. 
0,1,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Mailed check. 
0,1,1,1,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Credit card (automatic). 
0,0,1,1,Yes,No,Mailed check. 
0,0,0,1,Yes,Yes,Credit card (automatic). 
 0,0,1,1,Yes,No,Bank transfer (automatic). 
0,0,1,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,No,Mailed check. 
0,1,0,1,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,No,No,Mailed check. 
0,1,1,1,Yes,No,Mailed check. 
 0,0,0,2,Yes,Yes,Bank transfer (automatic). 
0,1,1,1,No,No,Bank transfer (automatic). 
0,1,0,1,Yes,No,Bank transfer (automatic). 
0,1,1,2,Yes,Yes,Electronic check. 
0,0,0,2,Yes,No,Bank transfer (automatic). 
0,1,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Electronic check. 
0,0,1,1,Yes,Yes,Electronic check. 
0,1,1,1,Yes,Yes,Electronic check.
 0,0,1,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Electronic check. 
 0,1,0,1,Yes,No,Mailed check. 
0,1,1,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
0,1,1,1,Yes,No,Bank transfer (automatic). 
1,1,1,1,Yes,Yes,Electronic check. 
1,1,0,1,Yes,Yes,Electronic check. 
0,0,1,1,Yes,Yes,Mailed check. 
 1,1,1,1,Yes,Yes,Mailed check. 
0,0,1,1,Yes,Yes,Credit card (automatic). 
0,0,0,1,Yes,Yes,Electronic check. 
0,0,0,1,Yes,Yes,Electronic check. 
 0,1,1,1,Yes,Yes,Bank transfer (automatic). 
0,0,0,1,Yes,Yes,Electronic check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Mailed check. 
0,1,1,1,Yes,Yes,Electronic check. 
0,0,0,2,Yes,No,Mailed check. 
1,1,0,2,Yes,No,Mailed check. 
1,0,1,1,Yes,No,Credit card (automatic). 
1,0,0,1,Yes,Yes,Electronic check. 
 2,0,0,2,Yes,No,Mailed check. 
1,0,0,2,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Electronic check. 
0,1,0,1,Yes,No,Electronic check. 
1,0,0,1,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Mailed check. 
 1,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
1,0,0,2,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Bank transfer (automatic). 
0,1,1,1,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Credit card (automatic). 
 0,0,0,2,Yes,Yes,Electronic check. 
1,0,0,1,Yes,No,Electronic check. 
1,0,1,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,Yes,Mailed check.  
0,0,0,2,Yes,No,Credit card (automatic). 
0,0,0,2,Yes,No,Mailed check. 
0,0,0,2,Yes,Yes,Electronic check. 
 1,1,1,1,Yes,No,Mailed check. 
1,0,0,2,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,Yes,Electronic check. 
0,0,0,2,Yes,Yes,Electronic check. 
0,0,0,1,Yes,No,Mailed check. 
0,0,1,1,No,No,Electronic check. 
0,0,0,1,Yes,Yes,Electronic check. 
 0,0,1,1,Yes,Yes,Mailed check. 
0,0,0,2,Yes,Yes,Electronic check. 
0,0,0,1,No,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,0,2,Yes,No,Bank transfer (automatic). 
0,0,1,1,No,Yes,Mailed check. 
0,0,0,2,Yes,No,Mailed check.  
0,1,1,1,No,No,Credit card (automatic). 
0,1,1,1,No,No,Bank transfer (automatic). 
 0,0,0,2,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Electronic check. 
0,1,0,1,Yes,No,Electronic check. 
0,0,1,1,Yes,No,Credit card (automatic). 
0,0,0,2,Yes,No,Mailed check. 
1,1,0,1,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Mailed check. 
 0,0,0,1,Yes,No,Bank transfer (automatic). 
0,0,1,1,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
1,1,0,0,Yes,No,Credit card (automatic). 
0,1,1,1,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Electronic check. 
0,1,0,1,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Credit card (automatic). 
0,0,0,2,Yes,No,Bank transfer (automatic). 
0,0,1,1,Yes,No,Credit card (automatic). 
0,1,0,1,Yes,No,Electronic check. 
0,0,0,2,Yes,No,Electronic check. 
0,1,0,1,Yes,No,Electronic check. 
0,1,1,1,Yes,No,Credit card (automatic). 
0,0,0,1,Yes,No,Electronic check. 
0,0,1,1,Yes,No,Bank transfer (automatic). 
0,0,0,3,Yes,No,Electronic check. 
0,0,0,1,Yes,No,Credit card (automatic). 
0,0,0,3,Yes,Yes,Credit card (automatic).  
1,0,0,2,Yes,No,Credit card (automatic). 
0,0,0,2,Yes,No,Electronic check. 
0,0,0,2,Yes,Yes,Credit card (automatic). 
0,1,1,1,Yes,Yes,Electronic check. 
 0,1,0,1,Yes,No,Bank transfer (automatic). 
1,0,0,1,Yes,No,Bank transfer (automatic). 
1,1,0,1,Yes,Yes,Mailed check. 
1,1,1,1,Yes,No,Mailed check. 
0,0,0,2,Yes,No,Bank transfer (automatic). 
 2,1,0,0,Yes,Yes,Mailed check. 
1,1,1,0,Yes,Yes,Credit card (automatic). 
0,0,0,1,Yes,No,Mailed check. 
1,1,1,1,Yes,No,Bank transfer (automatic). 
1,1,1,2,Yes,No,Mailed check. 
0,0,0,1,Yes,No,Mailed check. 
 1,1,0,2,Yes,No,Bank transfer (automatic). 
0,0,0,1,Yes,No,Mailed check. 
1,1,1,0,Yes,Yes,Bank transfer (automatic). 
0,0,0,1,Yes,No,Mailed check. 
1,1,0,1,Yes,No,Mailed check. 
